MasterGloss	originalform	originalgloss	Plomley_Headword	Plomley_note	recorder	recordid	speakercode	tribalregion	region
sit (to)	crackna-nekah	sit down	crack.er.ne		mj	10004		s	Southern
sit (to)	kal.le.neen.te.yer	sit down	kal.le.neen.te.yer		gar	7198		ri	Robbins Island, NW
sit (to)	kar.lad.de.gin.er	sit down	kar.lad.de.gin.er		gar	7199		wc	Western Coast
sit (to)	kar.lad.de.gin.de	sit down	kar.lad.de.gin.er		gar	7200		unk	unknown15
sit (to)	car.lar.rer.wang.er	sit down	kar.lad.de.gin.er		cr	7201		wc	Western Coast
sit (to)	mãg.gӗr.rũ	sit down	mag.ger.ru		st	7202		unk	unknown15
sit (to)	male.er.par.nel.e	sit	male.er.par.nel.e		cr	7203	lr	br	Big River
sit (to)	male.er.co.mar	sit still	male.er.par.nel.e		cr	7204	lr	br	Big River
sit (to)	mealpugha	sit down	male.er.par.nel.e		mj	7205		oyb	Oyster Bay
sit (to)	medí	sit down	medi	associated with may.ge.low (stop)	pl	7206		se	Southeastern
sit (to)	médi	asseyez-vous	medi		dr	7207		se	Southeastern
sit (to)	medi	sit down	medi		dle	7208		se	Southeastern
sit (to)	mèdi	asseyez-vous	medi		dlf	7209		se	Southeastern
sit (to)	médi	asseyez-vous	medi		pp	7210		se	Southeastern
sit (to)	me1di1	sit down	medi		br	7211		se	Southeastern
sit (to)	medee	sit down	medi		dle	7212		se	Southeastern
sit (to)	meditó	sit down	medi		pl	7213		se	Southeastern
sit (to)	médelo	assis-toi	medi		pp	7214		se	Southeastern
sit (to)	mére	s'asseoir	medi		dr	7215		se	Southeastern
sit (to)	méré	asseoir	medi		drm	7216		se	Southeastern
sit (to)	meredé	asseoir	medi		drm	7217		se	Southeastern
sit (to)	meri meri	asseoir	medi		drm	7218		se	Southeastern
sit (to)	maigri	assoyez-vous	medi		drm	7219		se	Southeastern
sit (to)	maigry	asseoir	medi		drm	7220		se	Southeastern
sit (to)	mégri	s'asseoir	medi		dr	7221		se	Southeastern
sit (to)	meevenany	sit	meevenany		jj	7222		w	western tribes
sit (to)	meevenary	sit down	meevenany		bm	7223		w	western tribes
sit (to)	mevana	sit down	meevenany		lh	7224		unk	unknown15
sit (to)	now.wal.loth.ing.er.ner	sit here	now.wal.loth.ing.er.ner		cr	7225		wc	Western Coast
sit (to)	na.wal.loth.ing.er.to.long	why do you sit there?	now.wal.loth.ing.er.ner		cr	7226		wc	Western Coast
sit (to)	wal.er.ro.loo.wer.re	sit still	now.wal.loth.ing.er.ner		gar	7227		wc	Western Coast
sit (to)	ta.car.na	sit down	ta.car.na	associated with tackamuna (stop)	cr	7228		bl-kaurna	Kaurna
sit (to)	wan.i.pare	sit, sit down	wan.i.pare	associated with wan.ner.per.pil.ra (stop)	cr	7229		ps	Port Sorell, northern
sit (to)	uaplre	sit you down	wan.i.pare		wn	7230		unk	unknown15
sit (to)	war.pull.dra	sit down	wan.i.pare		cr	7231		ps	Port Sorell, northern
sit (to)	war.pul.dra	sit down	wan.i.pare		cr	7232		ps	Port Sorell, northern
sit (to)	war.pul.dri.lare	sit down	wan.i.pare		cr	7233		ps	Port Sorell, northern
sit (to)	wan.ner.per.pil.dra	stop, sit down, magerer	wan.i.pare		gar	7234	jn	unk	unknown15
six	pot.tid.dit		pot.tid.dit		gar	5957		ri	Robbins Island, NW
skin	hebrew	? Skin, ? Shin	hebrew		cr	7235		wc	Western Coast
skin	kidna	peau	kidna	possible association with kee.ter (hair)	gm	7236		dl	Port Dalrymple, Tamar River
skin	kõ.gӗr.rӗr	to dress skin	ko.ger.rer		st	7237		b	Bruny Island
skin	kӯthǐnnӗh	skin, hair	kythinneh		wb	7238		unk	unknown15
skin	leewuré	kangaroo skin	leewure	possible association with lur.gag.ger.ner (clothes)	mj	7239		b	Bruny Island
skin	lurarunna	skin	leewure		mj	7240		b	Bruny Island
skin	landana	skin	leewure		rb	7241		b	Bruny Island
skin	leewuré	kangaroo skin	leewure	possible association with lur.gag.ger.ner (clothes)	mj	10005		s	Southern
skin	lurarunna	skin	leewure		mj	10006		s	Southern
skin	lurentanena	skin	lurentanena	possible association with lur.gag.ger.ner (clothes)	mj	7242		oyb	Oyster Bay
skin	loan'tãgǎnǎr	skin	lurentanena		sn	7243		unk	unknown15
skin	ly̆gũnny̆ӗh	skin, exterior covering	lurentanena		wbl	7244		unk	unknown15
skin	ly̆gũnny̆ǎ	skin, exterior covering	lurentanena		wbj	7245		unk	unknown15
skin	lygunnya	skin, exterior covering	lurentanena		bk	7246		unk	unknown15
skin	mõomtӗnǎr	skin	moomtenar		sn	7247		unk	unknown15
skin	moom.ten.ner	human skin	moomtenar		gar	10597		pr	Piper River, NE
skin	moom.ten.ner	human skin	moomtenar		gar	11056		cp	Cape Portland
skin	nẽeǎmãrrǎr (nẽeǎrnãrrǎr)	skin	neeamarrar		sn	7249		unk	unknown15
skin	rẽe.lĩn.ny̆	skin	ree.lin.ny		st	7250		b	Bruny Island
skin	trameeneah	kangaroo skin	trameeneah	association with trum.men.yer (kangaroo skin) and tram.min.yer (clothes)	mj	7251		oyb	Oyster Bay
skin	tarra meenya	skin	trameeneah		mj	7252		oyb	Oyster Bay
skull	nale.woo.rer		nale.woo.rer	only word common to head and skull, so pretty clear skull and head are rather clearly distingiushed	gar	490		cp	Cape Portland
skull	nale.woc.rer		nale.woo.rer	only word common to head and skull, so pretty clear skull and head are rather clearly distingiushed	gar	491		cp	Cape Portland
skull	preg.ger.moe.ken.ner		preg.ger.moe.ken.ner		gar	492		oyb	Oyster Bay
skull	pruggamoogena		preg.ger.moe.ken.ner		mj	493		oyb	Oyster Bay
skull	pur.rer.moon.ner		pur.rer.moon.ner		gar	494		b	Bruny Island
skull	pur.rer.moo.ner (x)		pur.rer.moon.ner		gar	495		b	Bruny Island
skull	pur.rer.moon.er		pur.rer.moon.ner		gar	496		b	Bruny Island
skull	py.teen.ner	suture in skull	py.teen.ner		gar	501	wh	unk	unknown15
skull	pye.ter.run.ner (x)		pye.ter.run.ner		gar	497		b	Bruny Island
skull	pye.ter.run.er		pye.ter.run.ner		gar	498		b	Bruny Island
skull	poetarunnah		pye.ter.run.ner		mj	499		b	Bruny Island
skull	poiedaranina		pye.ter.run.ner		rb	500		b	Bruny Island
skull	poetarunnah		pye.ter.run.ner		mj	9302		s	Southern
sky	drone.ner	sky	drone.ner	association with pone.ner (cloud)	gar	7253		ri	Robbins Island, NW
sky	drone.ner	sky, blue sky	drone.ner		gar	7254	plh	unk	unknown15
sky	poe.ner	sky	drone.ner		gar	7255		ri	Robbins Island, NW
sky	lee.ner.leer.er.ner.ran.ner	sky	lee.ner.leer.er.ner.ran.ner		st	7256		e	Eastern
sky	loila	sky	loila		jj	7257		w	western tribes
sky	loila	sky	loila		bmm	7258		w	western tribes
sky	locla	sky	loila		bm	7259		w	western tribes
sky	loaranneleah	azure (sky)	loila		mj	10598		w	western tribes
sky	loaranneleah	azure (sky)	loila		mj	11057		nw	
sky	noorbiack	azure (sky)	noorbiack		mj	7261		oyb	Oyster Bay
sky	pow.wer.nin.ne	sky	pow.wer.nin.ne	association with pow.way.ner.ne.na (cloud)	gar	7262	lj	unk	unknown15
sky	pul.len.ner	sky	pul.len.ner		gar	7263		cp	Cape Portland
sky	renn hatara	ciel	renn hatara		gm	7264		dl	Port Dalrymple, Tamar River
sky	tõorẽenŭr	sky	tooreenur		sn	7265		unk	unknown15
sky	warrengally	(God) stop in the sky	warrengally	association with war.re.ner (cloud)	gar	7266		? b	
sky	warranggelly	sky	warrengally		st	7267		b	Bruny Island
sky	war.rang.gel.ly	sky	warrengally		st	7268		b	Bruny Island
sky	warrangerly	sky	warrengally		gar	7269		b	Bruny Island
sky	warrangalé lorunna	firmament	warrengally		mj	7270		b	Bruny Island
sky	warrena	cloud in sky	warrengally		mj	7271		b	Bruny Island
sky	warra-né	azure (sky)	warrengally		mj	7272		b	Bruny Island
sky	warrentenna	cloud in sky	warrengally		mj	7273		b	Bruny Island
sky	warratinna	firmament	warrengally		mj	7274		oyb	Oyster Bay
sky	warrangalé lorunna	firmament	warrengally		mj	10007		s	Southern
sky	warrena	cloud in sky	warrengally		mj	10008		s	Southern
sky	warra-né	azure (sky)	warrengally		mj	10009		s	Southern
sky	warrentenna	cloud in sky	warrengally		mj	10010		s	Southern
sky	warantina	eagle	warrengally		ws	11914	vx	e	Eastern
sky	warantina	eagle	warrengally		ws	11915	vx	se	Southeastern
sky	warratina loonta	hell	warrengally		ws	11916	ml	e	Eastern
sky	warratina loonta	hell	warrengally		ws	11917	ml	se	Southeastern
sleep (to)	kar.teen.ner	sleep	kar.teen.ner		gar	7275		cg	Cape Grim, NW Tasmania
sleep (to)	kar.teen.ner	sleep	kar.teen.ner		gar	7276		ri	Robbins Island, NW
sleep (to)	kar.teen.ner (x)	sleep	kar.teen.ner		gar	7277	plh	unk	unknown15
sleep (to)	car.teen	sleep	kar.teen.ner		cr	7278		wc	Western Coast
sleep (to)	lõg.gӗr.nӗr	sleep	log.ger.ner		st	7279		b	Bruny Island
sleep (to)	lowgernne	sleep	log.ger.ner		gar	7280		b	Bruny Island
sleep (to)	log'ŭrnӗr	sleep	log.ger.ner		sn	7281		unk	unknown15
sleep (to)	logonau	dormir	log.ger.ner		drm	7282		se	Southeastern
sleep (to)	logonan	dormir	log.ger.ner		drm	7283		se	Southeastern
sleep (to)	logouan	dormir	log.ger.ner		dr	7284		se	Southeastern
sleep (to)	loagna	sleep	log.ger.ner		rb	7285		b	Bruny Island
sleep (to)	longana	sleep	log.ger.ner		mj	7286		b	Bruny Island
sleep (to)	longhana	asleep	log.ger.ner		mj	7287		b	Bruny Island
sleep (to)	lonny	sleep	log.ger.ner		mj	7288		oyb	Oyster Bay
sleep (to)	lony	sleep	log.ger.ner		mj	7289		oyb	Oyster Bay
sleep (to)	lo.ne	sleep	log.ger.ner		cr	7290	lr	br	Big River
sleep (to)	line.pu,ga	sleeping	log.ger.ner		bdm	7291		oyb	Oyster Bay
sleep (to)	lim.pu.ga	'shoping'	log.ger.ner		bd	7292		oyb	Oyster Bay
sleep (to)	longana	sleep	log.ger.ner		mj	10011		s	Southern
sleep (to)	longhana	asleep	log.ger.ner		mj	10012		s	Southern
sleep (to)	malougna	dormir	malougna		dr	7293		se	Southeastern
sleep (to)	malougna	dormir	malougna		dle/f	7294		se	Southeastern
sleep (to)	mologana	dormir	malougna		drm	7295		se	Southeastern
sleep (to)	makunya	sleep	malougna		pl	7296		se	Southeastern
sleep (to)	mar.ru.go	sleep	mar.ru.go		cr	7297		ps	Port Sorell, northern
sleep (to)	roe.ko	sleep	mar.ru.go		gar	7298	lj	unk	unknown15
sleep (to)	me.nin.ne.moo.roe.ko	sleep	mar.ru.go		gar	7299	lj	unk	unknown15
sleep (to)	nir.nic.er.ma.ru.cu.nar.er	sleep	mar.ru.go		cr	7300		ps	Port Sorell, northern
sleep (to)	my.nin.ne	sleep	my.nin.ne		gar	7301	lj	unk	unknown15
sleep (to)	may.nen.ne	sleep	my.nin.ne		gar	7302	lj	unk	unknown15
sleep (to)	me.nin.ne.moo.roe.ko	sleep	my.nin.ne		gar	7303	lj	unk	unknown15
sleep (to)	newe	sleep	nenarongabea		wn	7307		unk	unknown15
sleep (to)	nueenédy	drowsy	nenarongabea		mj	7308		b	Bruny Island
sleep (to)	nenn here	dormir	nenarongabea		gm	7309		dl	Port Dalrymple, Tamar River
sleep (to)	nueenédy	drowsy	nenarongabea		mj	10013		s	Southern
sleep (to)	nenarongabea	asleep	nenarongabea		mj	10599		w	western tribes
sleep (to)	nunabeah	sleep	nenarongabea		mj	10600		w	western tribes
sleep (to)	nunabeah temaruleeto	very sound sleep	nenarongabea		mj	10601		w	western tribes
sleep (to)	nenarongabea	asleep	nenarongabea		mj	11058		nw	
sleep (to)	nunabeah	sleep	nenarongabea		mj	11059		nw	
sleep (to)	nunabeah temaruleeto	very sound sleep	nenarongabea		mj	11060		nw	
sleep (to)	nin.ne.bil.yer	sleep	nin.ne.bil.yer		gar	7310		ri	Robbins Island, NW
sleep (to)	neen.nip.yar (x)	sleep	nin.ne.bil.yer		gar	7311	plh	unk	unknown15
sleep (to)	nair.ne.tow	sleep	nin.ne.bil.yer		gar	7312	plh	unk	unknown15
sleep (to)	nir.nic.er.ma.ru.cu.nar.er	sleep	nin.ne.bil.yer		cr	7313		ps	Port Sorell, northern
sleep (to)	roroowu	sleep	roroowu		jd	7314		s	Southern
sleep (to)	roggara	snore	roroowu		mj	7315		b	Bruny Island
sleep (to)	rongu	go to bed	roroowu		wn	7316		unk	unknown15
sleep (to)	roggara	snore	roroowu		mj	10014		s	Southern
sleep (to)	tee.nar	sleep, to sleep	tee.nar		gar	7317		cg	Cape Grim, NW Tasmania
sleep (to)	teen.er	sleep, to sleep	tee.nar		gar	7318		cg	Cape Grim, NW Tasmania
sleep (to)	tee.ner	sleep, to sleep	tee.nar		gar	7319		ri	Robbins Island, NW
sleep (to)	tean.er.ow.way	sleepy	tee.nar		cr	7320		wc	Western Coast
sleep (to)	teen.ner.er.wark	sleep	tee.nar		gar	7321		ri	Robbins Island, NW
sleep (to)	too.ner	sleep	too.ner		gar	7322		e	Eastern
sleep (to)	tugganick	asleep	tugganick		mj	7323		oyb	Oyster Bay
sleep (to)	tugganéménuiack	drowsy	tugganick		mj	7324		oyb	Oyster Bay
sleep (to)	teakanarra loneah	snore	tugganick		mj	7325		oyb	Oyster Bay
sleep (to)	wore.ter.moon.er	sleep	wore.ter.moon.er		gar	7326		cp	Cape Portland
sleep (to)	wore.ter.moo.he	sleep	wore.ter.moon.er		gar	7327		pr	Piper River, NE
sleep (to)	wore.ter.moe.nim.men.ner	sleep	wore.ter.moon.er		gar	7328		pr	Piper River, NE
sleep (to)	wore.ter.moon.nun.ne	sleep	wore.ter.moon.er		gar	7329		cp	Cape Portland
sleep (to)	water.mu.pale.ter	sleep	wore.ter.moon.er		cr	7330		bl-kaurna	Kaurna
sleep (to)	won.ta.ne	sleep	wore.ter.moon.er		cr	7331		bl-kaurna	Kaurna
sleep (to)	wãr.ӗr.mõme.ӗn.nӗ	sleep	wore.ter.moon.er		st	10602		e	Eastern
sleep (to)	wãr.ӗr.mõme.ӗn.nӗ	sleep	wore.ter.moon.er		st	11061		sp	Swanport, east coast
sleep (to)	wãr.ӗr.mõme.ӗn.nӗ	sleep	wore.ter.moon.er		st	11520		oyb	Oyster Bay
small	bodenevoued	petit	bodenevoued		gm	7333		dl	Port Dalrymple, Tamar River
small	canara	little	canara	possible association with cu.rer (close)	jj	7334		e	Eastern
small	curena	little	canara		jj	7335		e	Eastern
small	cuiena	little	canara		bm	7336		e	Eastern
small	cur.ker.nar.ten.er	small one	cur.ker.nar.ten.er		cr	7337		bl	Ben Lomond
small	cur.ker.nar.len.er	little	cur.ker.nar.ten.er		cr	7338		bl	Ben Lomond
small	cur.her.nar.ten.er	little one	cur.ker.nar.ten.er		cr	7339		bl	Ben Lomond
small	dear.ne.re.pare	little	dear.ne.re.pare		cr	7340		ps	Port Sorell, northern
small	de.ung.ar.ty	little	dear.ne.re.pare		cr	7341		ps	Port Sorell, northern
small	kee.ten.ner	little one	kee.ten.ner		gar	7342		oyb	Oyster Bay
small	tee.ten.ner	small	kee.ten.ner		gar	7343		oyb	Oyster Bay
small	kee.ty.el.e.pe.yuck	little, small	kee.ty.el.e.pe.yuck		cr	7344	lr	br	Big River
small	lavara	little	lavara		lh	7345		unk	unknown15
small	tavengana	less	lavara		lh	7346		unk	unknown15
small	lough.we	short	lough.we		gar	7347		b	Bruny Island
small	low.reen.ny	short distance	lough.we		gar	7348		unk	unknown15
small	moboleneda	little	moboleneda		rb	7349		b	Bruny Island
small	pãrvẽe	little	parvee		st	7350		b	Bruny Island
small	parvee	(small)	parvee		gar	7351		b	Bruny Island
small	ree.gun.ner.ic	little one, small	ree.gun.ner.ic		gar	7352		? wc	
small	reẽng.hӗr.nur.rǐc.ẽr	little one	ree.gun.ner.ic		gar	7353		unk	unknown15
small	reen.ric.er	little one, small	ree.gun.ner.ic		gar	7354		unk	unknown15
small	bing.er.nar.ick.ker	little	ree.gun.ner.ic		cr	7355		wc	Western Coast
small	teeboack	small	teeboack		jd	7356		s	Southern
small	tu.yu.ther	little	tu.yu.ther		cr	7357		bl-kaurna	Kaurna
smell	mebryack	scent	mebryack		mj	7358		oyb	Oyster Bay
smell	mebreac	effluvia	mebryack		mj	7359		oyb	Oyster Bay
smell	noya leebana	fragrant	noya	combined with ny.er.lib.ben.ner (good)	mj	7360		oyb	Oyster Bay
smell	po.ber.le.ber.rick.er	stink	po.ber.le.ber.rick.er		gar	7361		unk	unknown15
smell	pobe.lib.er.ick	stink	po.ber.le.ber.rick.er		gar	7362		nn	Ninenee tribe, Port Davey, SW
smell	poe.de.ker	stink	poe.de.ker		gar	7363		? wc	
smell	po.de.ker	stink	poe.de.ker		gar	7364		unk	unknown15
smell	poiné niré	fragrant	poine	compounded with noi.yer.lee (bad), niree (good)	mj	7365		b	Bruny Island
smell	poiné noilé	effluvia	poine		mj	7366		b	Bruny Island
smell	poanoilé	scent	poine		mj	7367		b	Bruny Island
smell	poiné niré	fragrant	poine	compounded with noi.yer.lee (bad), niree (good)	mj	10015		s	Southern
smell	poiné noilé	effluvia	poine		mj	10016		s	Southern
smell	poanoilé	scent	poine		mj	10017		s	Southern
smell	polimganoanaté	fragrant	polimganoanate		mj	10603		w	western tribes
smell	polimganoanaté	fragrant	polimganoanate		mj	11062		nw	
smoke	ẽulǎrmĩnnӗr		eularminner		sn	7369		unk	unknown15
smoke	mew.ner		eularminner		st	7370		e	Eastern
smoke	lope.lig.ing.hoop	possible association with lope.er (fire)	lope.lig.ing.hoop		cr	7371		wc	Western Coast
smoke	lum.me.ning.he.wore		lum.me.ning.he.wore		gar	7372		ri	Robbins Island, NW
smoke	mare.brun.ner		mare.brun.ner		gar	7373		cp	Cape Portland
smoke	mare.brin.ner		mare.brun.ner		gar	7374		nn	Ninenee tribe, Port Davey, SW
smoke	mare.pren.ner		mare.brun.ner		cr	7375		bl	Ben Lomond
smoke	mare.pren.er		mare.brun.ner		cr	7376		bl	Ben Lomond
smoke	nõonwãrtӗnǎr		noonwartenar		sn	7377		unk	unknown15
smoke	pene.nope		pene.nope		gar	7378		w	western tribes
smoke	poo.nar		poo.nar		gar	7379		e	Eastern
smoke	pu.ner		poo.nar		cr	7380	lr	br	Big River
smoke	pue.yo		poo.nar		cr	7381		bl-kaurna	Kaurna
smoke	po.eo.na		poo.nar		bd	7382		oyb	Oyster Bay
smoke	po.co.na		poo.nar		bdm	7383		oyb	Oyster Bay
smoke	poodah		poo.nar		mj	7384		b	Bruny Island
smoke	progoona		poo.nar		mj	7385		oyb	Oyster Bay
smoke	prooana		poo.nar		mj	7386		oyb	Oyster Bay
smoke	boorana		poo.nar		rb	7387		b	Bruny Island
smoke	boor.rer		poo.nar		gar	7388		pd	Port Davey, SW
smoke	bõor.ӗr		poo.nar		st	7389		b	Bruny Island
smoke	poodah		poo.nar		mj	10018		s	Southern
smoke	way.ne.a.na		way.ne.a.na		cr	7390		ps	Port Sorell, northern
smoke	wa.ne.a.na	possible association with wen.ne (fire)	way.ne.a.na		cr	7391		ps	Port Sorell, northern
smoke	wa.ne.pu.ni		way.ne.a.na		cr	7392		ps	Port Sorell, northern
smoke	wine.ne.bun.er		way.ne.a.na		gar	7393	lj	unk	unknown15
smoke	wib.ber.ler		wib.ber.ler		st	7394		n	Northern tribes, but not always those to westward of the Tamar River
smoking	mier.men.na		mier.men.na	relationship with mena (tobacco-pipe)	bd	8200		oyb	Oyster Bay
smoking	mur.min.na		mier.men.na		bdm	8201		oyb	Oyster Bay
smoothe (to)	nẽwmӗrtẽwghӗnǎr	rub	newmertewghenar		sn	7752		unk	unknown15
smoothe (to)	panninya	smooth	panninya	may be related to par.ren.ner (stone implement)	mj	7753		oyb	Oyster Bay
smoothe (to)	rina	polir du bois avec une coquille	rina	probably same as rinigri	dr	7754		se	Southeastern
smoothe (to)	rina	polish	rina		pl	7755		se	Southeastern
smoothe (to)	rina	gratter avec une coquille	rina		drm	7756		se	Southeastern
smoothe (to)	rina	polir du bois avec une coquille	rina		dle/f	7757		se	Southeastern
smoothe (to)	rinigri	polir du bois avec une coquille	rinigri	probably same as rina, same as rogueri (cut)	dr	7758		se	Southeastern
smoothe (to)	rinigri	frotter ou polir avec une coquille	rinigri		drm	7759		se	Southeastern
smoothe (to)	rouїgri	polir du bois avec une coquille	rinigri		dr	7760		se	Southeastern
smoothe (to)	temlih	smooth	temlih		mj	7761		b	Bruny Island
smoothe (to)	temlih	smooth	temlih		mj	10063		s	Southern
snail	mengana		mengana		mj	4564		b	Bruny Island
snail	mengana		mengana		mj	9751		s	Southern
snake	goomer	snake	goomer		gar	8585		oyb	Oyster Bay
snake	katal	snake	katal		lh	8586		unk	unknown15
snake	loi.her.lee	snake	loi.her.lee		gar	8587		oyb	Oyster Bay
snake	loi.er.lee	snake	loi.her.lee		gar	8588		oyb	Oyster Bay
snake	loi.in.ner	snake	loi.her.lee		gar	8589		oyb	Oyster Bay
snake	loiena	black snake	loi.her.lee		mj	8590		oyb	Oyster Bay
snake	loie.ner	snake	loi.her.lee		cr	8591		br	Big River
snake	loin.her	snake	loi.her.lee		gar	8592		b	Bruny Island
snake	loinah	snake	loi.her.lee		mj	8593		b	Bruny Island
snake	loina	black snake	loi.her.lee		mj	8594		b	Bruny Island
snake	lor.rine.ner	snake	loi.her.lee		gar	8595		b	Bruny Island
snake	lor.re (abbreviation)	snake	loi.her.lee		gar	8596		b	Bruny Island
snake	lore.re	snake	loi.her.lee		st	8597		b	Bruny Island
snake	lounabe	black snake	loi.her.lee		mj	8598		oyb	Oyster Bay
snake	loynganah	black snake	loi.her.lee		mj	8599		oyb	Oyster Bay
snake	lũthgar	black snake	loi.her.lee		mj	8600		b	Bruny Island
snake	loinah	snake	loi.her.lee		mj	10182		s	Southern
snake	loina	black snake	loi.her.lee		mj	10183		s	Southern
snake	lũthgar	black snake	loi.her.lee		mj	10184		s	Southern
snake	nea	snake	nea		wn	8601		unk	unknown15
snake	par.neen.ner	snake	par.neen.ner		gar	8602		e	Eastern
snake	pan.neen.er	snake	par.neen.ner		gar	8603	? mn	unk	unknown15
snake	loderapene (?)	snake	par.neen.ner		gar	8604	mn	unk	unknown15
snake	par.wer.rack.er	snake	par.wer.rack.er		cr	8605		wc	Western Coast
snake	pow.wer.ruck	snake	par.wer.rack.er		gar	8606		nn	Ninenee tribe, Port Davey, SW
snake	pow.waw.ruck	snake	par.wer.rack.er		gar	8607		cg	Cape Grim, NW Tasmania
snake	pawerak	diamond snake	par.wer.rack.er		mj	8608		b	Bruny Island
snake	powe.rer	snake	par.wer.rack.er		gar	8609		nn	Ninenee tribe, Port Davey, SW
snake	pow.wer.rer	snake	par.wer.rack.er		gar	8610		? wc	
snake	pow.wer.rer	snake	par.wer.rack.er		gar	8611	plh	unk	unknown15
snake	pow.wer.yer	snake	par.wer.rack.er		gar	8612		unk	unknown15
snake	pawarra	snake	par.wer.rack.er		wn	8613		unk	unknown15
snake	powranna	snake	par.wer.rack.er		jj	8614		n	Northern tribes, but not always those to westward of the Tamar River
snake	powianna	snake	par.wer.rack.er		bm	8615		ch	Circular Head, NW Tasmania
snake	pow.hob.bel.die	snake	par.wer.rack.er		gar	8616	lj	unk	unknown15
snake	pawerak	diamond snake	par.wer.rack.er		mj	10185		s	Southern
snake	pallawaa-royanah	black snake	par.wer.rack.er		mj	10675		w	western tribes
snake	pallawa royanah	snake	par.wer.rack.er		mj	10676		w	western tribes
snake	pallawaa-royanah	black snake	par.wer.rack.er		mj	11134		nw	
snake	pallawa royanah	snake	par.wer.rack.er		mj	11135		nw	
snake	plen.ten.ner	snake	plen.ten.ner		gar	8619		cp	Cape Portland
snake	plan.ten.er	snake	plen.ten.ner		cr	8621		bl	Ben Lomond
snake	plan.teen.er	snake	plen.ten.ner		gar	8622		cp	Cape Portland
snake	plen.ten.ner	snake	plen.ten.ner		gar	10677		oyb 	
snake	plen.ten.ner	snake	plen.ten.ner		gar	11136		 ? cp	
snake	plenty	snake	plen.ten.ner		ws	11936	bt	ne	north-eastern tribes
snake	plenty	snake	plen.ten.ner		ws	11937	bt	e	Eastern
snake	paneena	snake	plen.ten.ner		ws	11938	ar	ne	north-eastern tribes
snake	paneena	snake	plen.ten.ner		ws	11939	ar	e	Eastern
snake	pre.ger.nan.ner	snake	pre.ger.nan.ner		gar	8624		n	Northern tribes, but not always those to westward of the Tamar River
snake	preawintamettya	diamond snake	preawintamettya		mj	8623		oyb	Oyster Bay
snake	rawannah	black snake	rawannah		mj	10678		w	western tribes
snake	rau-anah	black snake	rawannah		mj	10679		w	western tribes
snake	rounna rawannah	snake	rawannah		mj	10680		w	western tribes
snake	rounah	black snake	rawannah		mj	10681		w	western tribes
snake	roallabeah	bl	rawannah		mj	10682		w	western tribes
snake	rawannah	black snake	rawannah		mj	11137		nw	
snake	rau-anah	black snake	rawannah		mj	11138		nw	
snake	rounna rawannah	snake	rawannah		mj	11139		nw	
snake	rounah	black snake	rawannah		mj	11140		nw	
snake	roallabeah	bl	rawannah		mj	11141		nw	
snake [cast skin (exuvia)]	lierkanapoona		lierkanapoona		mj	8630		oyb	Oyster Bay
snake [cast skin (exuvia)]	lierkapoona		lierkanapoona		mj	8631		oyb	Oyster Bay
snake [cast skin (exuvia)]	liergrapoinena		lierkanapoona		mj	8632		b	Bruny Island
snake [cast skin (exuvia)]	liergrapoinena		lierkanapoona		mj	10186		s	Southern
snake [venom]	mana mena		mana mena		mj	8633		oyb	Oyster Bay
snake [venom]	kamona moina		mana mena		mj	8634		b	Bruny Island
snake [venom]	kamona moina		mana mena		mj	10187		s	Southern
snake [venomous]	nunghboorack nungabah		nungabah		mj	8635		b	Bruny Island
snake [venomous]	ree punneré nunghapa		nungabah		mj	8636		oyb	Oyster Bay
snake [venomous]	nunghboorack nungabah		nungabah		mj	10188		s	Southern
sneeze (to)	lialarragonnah		lialarragonnah		mj	10604		w	western tribes
sneeze (to)	lialarragonnah		lialarragonnah		mj	11063		nw	
sneeze (to)	lonolarré		lonolarre		mj	7396		b	Bruny Island
sneeze (to)	lonolarré		lonolarre		mj	10019		s	Southern
sneeze (to)	lonughutta		lonughutta		mj	7397		oyb	Oyster Bay
snow	goo.ruck		goo.ruck		gar	7398		unk	unknown15
snow	no.rack.er		goo.ruck		gar	7399	ni	unk	unknown15
snow	hull.dri.lare		hull.dri.lare		cr	7400		ps	Port Sorell, northern
snow	oldina		oldina		jj	7401		e	Eastern
snow	oldina		oldina		lh	7402		unk	unknown15
snow	oothínna		oldina		bk	7403		unk	unknown15
snow	par.poe.gen.ne		par.poe.gen.ne		gar	7406		b	Bruny Island
snow	parpogenner lur.laggerner	snow boots	par.poe.gen.ne		gar	7407		unk	unknown15
snow	par.po.gun.ner lag.gen.ner	snow boots	par.poe.gen.ne		gar	7408		unk	unknown15
snow	par.ty.en.ner		par.ty.en.ner		cr	7409	lr	br	Big River
snow	paratta		paratta		mj	7404		oyb	Oyster Bay
snow	parattianah		paratta		mj	7405		oyb	Oyster Bay
snow	rienalbughy		rienalbughy		mj	10605		w	western tribes
snow	rienalbughy		rienalbughy		mj	11064		nw	
snow	tu.er.ry		tu.er.ry		st	7412		b	Bruny Island
snow	turrana		tu.er.ry		mj	7413		b	Bruny Island
snow	turrana		tu.er.ry		mj	10020		s	Southern
snow	tune.nic.er		tune.nic.er		gar	7411	plh	unk	unknown15
sole of foot	lugga-lunnah		lugga	lugga seems to be a root word and may just mean foot	mj	356		b	Bruny Island
sole of foot	lugyenna		lugga	lugga seems to be a root word and may just mean foot	mj	357		oyb	Oyster Bay
